register;points;region_1;title;price;province;region_2;variety;winery
113220;89;Romagna                   ;Celli 2015 I Croppi Albana (Romagna)                                                              ;15;Central Italy    ;                 ;Albana                    ;Celli                          
113226;89;Romagna                   ;Enio Ottaviani 2013 Sole Rosso Sangiovese (Romagna)                                               ;17;Central Italy    ;                 ;Sangiovese                ;Enio Ottaviani                 
113238;91;Barolo                    ;Negretti 2008 Bricco Ambrogio  (Barolo)                                                           ;               ;Piedmont         ;                 ;Nebbiolo                  ;Negretti                       
113242;91;Barolo                    ;Prunotto 2008  Barolo                                                                             ;53;Piedmont         ;                 ;Nebbiolo                  ;Prunotto                       
113250;91;Barolo                    ;Marchesi di Barolo 2007 Barolo di Barolo  (Barolo)                                                ;90;Piedmont         ;                 ;Nebbiolo                  ;Marchesi di Barolo             
113258;91;Barolo                    ;Bel Colle 2008  Barolo                                                                            ;               ;Piedmont         ;                 ;Nebbiolo                  ;Bel Colle                      
113260;91;Barbaresco                ;Ca'Romè 2009 Sorì Rio Sordo  (Barbaresco)                                                         ;90;Piedmont         ;                 ;Nebbiolo                  ;Ca'Romè                        
113262;91;Barbaresco                ;Cascina Morassino 2009 Morassino  (Barbaresco)                                                    ;22;Piedmont         ;                 ;Nebbiolo                  ;Cascina Morassino              
113264;87;Montepulciano d'Abruzzo   ;Talamonti 2009 Modà  (Montepulciano d'Abruzzo)                                                    ;10;Central Italy    ;                 ;Montepulciano             ;Talamonti                      
113266;87;Montepulciano d'Abruzzo Co;Tenuta Cerulli Spinozzi 2005 Torre Migliori  (Montepulciano d'Abruzzo Colline Teramane)           ;14;Central Italy    ;                 ;Montepulciano             ;Tenuta Cerulli Spinozzi        
113268;87;Montepulciano d'Abruzzo   ;Umani Ronchi 2009 Jorio  (Montepulciano d'Abruzzo)                                                ;17;Central Italy    ;                 ;Montepulciano             ;Umani Ronchi                   
113276;87;Salice Salentino          ;La Corte 2009 Red (Salice Salentino)                                                              ;11;Southern Italy   ;                 ;Red Blend                 ;La Corte                       
113278;87;Molise                    ;Cantine Cipressi 2006 Macchiarossa Tintilia (Molise)                                              ;25;Southern Italy   ;                 ;Tintilia                  ;Cantine Cipressi               
113282;87;Terre di Chieti           ;Farnese 2009 Casale Vecchio Pecorino (Terre di Chieti)                                            ;18;Central Italy    ;                 ;Pecorino                  ;Farnese                        
113286;87;Calabria                  ;Statti 2009 Gaglioppo (Calabria)                                                                  ;               ;Southern Italy   ;                 ;Gaglioppo                 ;Statti                         
113288;87;Fiano di Avellino         ;Tenuta Cavalier Pepe 2010 Refiano  (Fiano di Avellino)                                            ;14;Southern Italy   ;                 ;Fiano                     ;Tenuta Cavalier Pepe           
113312;85;Chianti Classico          ;Castello di Selvole 2014  Chianti Classico                                                        ;18;Tuscany          ;                 ;Red Blend                 ;Castello di Selvole            
113314;85;Chianti Classico          ;Castellani 2010 Riserva  (Chianti Classico)                                                       ;26;Tuscany          ;                 ;Red Blend                 ;Castellani                     
113400;87;Prosecco Treviso          ;La Jara 2011 Millesimato Dry  (Prosecco Treviso)                                                  ;16;Veneto           ;                 ;Glera                     ;La Jara                        
113406;87;Prosecco Treviso          ;De Faveri NV Frizzante Spago  (Prosecco Treviso)                                                  ;22;Veneto           ;                 ;Glera                     ;De Faveri                      
113410;87;Conegliano Valdobbiadene P;Conte Collalto NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                        ;15;Veneto           ;                 ;Glera                     ;Conte Collalto                 
113420;87;Conegliano Valdobbiadene P;Gemin NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                                 ;               ;Veneto           ;                 ;Glera                     ;Gemin                          
113424;89;Barbera d'Asti            ;Braida di Giacomo Bologna 2007 Montebruna  (Barbera d'Asti)                                       ;23;Piedmont         ;                 ;Barbera                   ;Braida di Giacomo Bologna      
